Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
63683,4/29/2018,Trash - Curbside/Alley Missed Pickup,,"208 Valley Bend Dr, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1765558.752,688544.1367
63703,4/30/2018,Trash - Curbside/Alley Missed Pickup,missed trash - entire area,217 Valley Bend Dr,37214,RED RIVER,1501,15,1765750.668,688830.1042
63796,4/30/2018,Trash - Curbside/Alley Missed Pickup,Trash - Curbside/Alley Missed Pickup,"208 Valley Bend Dr, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1765560.193,688543.3985
63926,4/30/2018,Trash - Curbside/Alley Missed Pickup,CART STILL OUT,403 MCKEIGE CT,37214,RED RIVER,2502,15,1770139.239,663387.1851
63970,4/30/2018,Trash - Curbside/Alley Missed Pickup,entire cul de sac was missed- about 10 homes.,212 Valley Bend Dr,37214,RED RIVER,1501,15,1765625.464,688585.0784
65179,5/4/2018,Trash - Backdoor,missed backdoor trash pickup,2224 maplecrest dr,37214,RED RIVER,1503,15,1764245.11,672187.6538
65278,5/4/2018,Trash - Curbside/Alley Missed Pickup,cart still out,2309 donna hill ct,37214,RED RIVER,1502,15,1766339.248,679499.7555
65343,5/4/2018,Trash - Curbside/Alley Missed Pickup,this side of street missed,3213 penn meade way,37214,RED RIVER,1501,15,1761359.468,695499.596
65352,5/4/2018,Trash - Curbside/Alley Missed Pickup,deadend missed,3220 lakeland dr,37214,RED RIVER,2501,14,1779140.459,664123.5328
65681,5/7/2018,Trash - Curbside/Alley Missed Pickup,missed trash pickup,729 ermac dr,37214,RED RIVER,2503,15,1765030.691,660281.968
66738,5/10/2018,Trash Collection Complaint,"The trash collector hit our mail box and damage it completely. I try sending picture but it's too long to attach. He or she has hit it before but this time is completely un repairable. Also they are not careful the way they handle the bin and I have another one that's  completely broken in the back, I don't think they should squeeze the hell out of the bin. I demand a full payment for the mail box and the labor.",2530 Pennington Bend Rd,37214,RED RIVER,1501,15,1761626.737,692749.9047
66751,5/10/2018,Damage to Property,"The trash collector hit our mail box and damage it completely. I try sending picture but it's too long to attach. He or she has hit it before but this time is completely un repairable. Also they are not careful the way they handle the bin and I have another one that's  completely broken in the back, I don't think they should squeeze the hell out of the bin. I demand a full payment for the mail box and the labor.",2530 Pennington Bend Rd,37214,RED RIVER,1501,15,1761625.865,692750.6318
67034,5/11/2018,Trash - Backdoor,backdoor trash miss,121 dellrose dr,37214,,,15,1764060.337,669578.5019
67081,5/11/2018,Trash - Backdoor,backdoor trash missed again,119 cumberland trce,37214,RED RIVER,4506,15,1770432.135,677577.5021
67142,5/11/2018,Trash - Backdoor,missed pick up - backdoor,2602 WOODBERRY DR,37214,RED RIVER,2503,15,1769866.532,665760.5348
67324,5/14/2018,Trash - Curbside/Alley Missed Pickup,missed pick up,"2809 Renee Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1766801.219,673384.2288
67363,5/14/2018,Trash - Backdoor,"backdoor missed

117 & 119 Cumberland TRCE both have backdoor service, 
missed 119 Cumberland TRCE",119 Cumberland trce,37214,RED RIVER,4506,15,1770431.721,677577.1959
68683,5/18/2018,Trash - Curbside/Alley Missed Pickup,missed pick up,253 FAIRWAY DR,37214,RED RIVER,2503,15,1765830.442,666957.7011
68726,5/18/2018,Trash - Curbside/Alley Missed Pickup,Curb/cul de sac trash miss pickup.,412 Woodberry Dr,37214,RED RIVER,2503,15,1765830.739,664788.9023
68750,5/18/2018,Trash - Curbside/Alley Missed Pickup,missed pickup,3403 woodberry dr,37214,,,15,1772352.048,665722.1114
68805,5/18/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2412 Cloverdale Rd,37214,RED RIVER,2503,15,1767029.938,665278.5006
70894,5/29/2018,Trash - Backdoor,trash missed for 2 weeks,121 dellrose dr,37214,RED RIVER,1504,15,1764060.337,669578.5019
71852,6/1/2018,Trash - Curbside/Alley Missed Pickup,CART MISSED AGAIN ONLY GETTING NEIGHBORS CARTS COME BACK AND GET,2854 MCGAVOCK PIKE,37214,RED RIVER,1502,15,1767452.339,683027.3028
71861,6/1/2018,Damage to Property,trash truck pulled down cable line for the 2nd time,1131 Alandee St,37214,RED RIVER,1501,15,1760614.757,694869.3987
72387,6/4/2018,Trash - Backdoor,Missed.,135 Cumberland Trce,37214,RED RIVER,4506,15,1770427.944,677342.4275
72471,6/5/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2227 Aubrey Ct,37214,RED RIVER,1503,15,1764994.739,673058.5036
73812,6/8/2018,Trash - Curbside/Alley Missed Pickup,Missed 1 cart,2214 Mecca Dr,37214,RED RIVER,1503,15,1764525.138,672335.3028
73873,6/8/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash,106 Two Rivers Ct,37214,,,15,1762688.519,673422.9624
73875,6/8/2018,Trash - Backdoor,Missed- backdoor pickup,2522 Elm Hill Pike,37214,RED RIVER,2502,15,1768121.138,662876.1014
73891,6/8/2018,Trash - Curbside/Alley Missed Pickup,Missed- trash,106 two rivers ct,37214,RED RIVER,1503,15,1762687.538,673424.1011
74069,6/11/2018,Trash - Curbside/Alley Missed Pickup,"Missed for the third week in a row.
just move into this home and needs trash/cart emptied. Curb",25 Fairway Dr,37214,RED RIVER,1503,15,1767571.582,671531.9474
75681,6/15/2018,Trash - Curbside/Alley Missed Pickup,missed,2503 lincoya dr,37214,RED RIVER,1503,15,1768584.945,671920.8815
75766,6/16/2018,Trash Collection Complaint,Last garbage pickup 6/15 resulted in garbage strewn all over community streets. Gross liquid as well as trash.,2521 Pennington Bend Rd,37214,RED RIVER,1501,15,1761361.108,693214.9546
75927,6/18/2018,Trash - Curbside/Alley Missed Pickup,miss,2509 alvinwood dr,37214,RED RIVER,1501,15,1766371.739,688226.3037
76067,6/18/2018,Trash - Curbside/Alley Missed Pickup,cart still out,641 ermac dr,37214,RED RIVER,2503,15,1765577.938,661500.1002
76181,6/18/2018,Trash Collection Complaint,wants a larger cart,305 autumn chase dr,37214,RED RIVER,1502S,15,1769983.032,677125.2186
76707,6/20/2018,Trash - Backdoor,Has not received any backdoor/trash service pickup since May 18th. {Friday} pickup make sure to emptied this week. Called last week as well and did not come to emptied cart.,3011 Fernbrook Ln,37214,RED RIVER,1502,15,1770747.147,674515.7091
78467,6/27/2018,Trash - Curbside/Alley Missed Pickup,Missed- Trash,101 guill ct,37214,RED RIVER,1505,15,1774806.957,669960.8165
79433,6/29/2018,Trash - Curbside/Alley Missed Pickup,missed- trash,2909 elm hill pike,37214,RED RIVER,2502,15,1774137.986,659951.6363
79439,6/29/2018,Trash - Curbside/Alley Missed Pickup,They missed trash pick again. Also others in neighborhood,102 Graeme Dr,37214,RED RIVER,1504,15,1761308.337,670398.5016
79865,7/2/2018,Trash - Curbside/Alley Missed Pickup,missed,2777 pennington bend rd,37214,RED RIVER,1501,15,1765373.738,686440.9032
80552,7/5/2018,Trash - Backdoor,cart missed for weeks,"319 Emery Dr, Nashville, TN 37214, United States",37214,RED RIVER,2502,15,1768867.053,662950.3123
80768,7/6/2018,Trash Collection Complaint,She called on 06/29/18 for a missed pick up- was never collected. her trash cart has been out since and has now been hit by a car. Trash is all over the street and her can is damaged. She needs her trash collected and a new cart. Needs a call from the supervisor.,2909 Elm Hill Pike,37214,Metro,,15,1774137.986,659951.6363
81521,7/9/2018,Trash - Curbside/Alley Missed Pickup,missed Friday,2621 pleasant green rd,37214,RED RIVER,1501,15,1765962.213,685381.0973
81530,7/9/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2205 Lebanon Pike,37214,RED RIVER,1504,15,1762829.713,667553.5457
81727,7/10/2018,Trash - Curbside/Alley Missed Pickup,miss,"2935 Donna Hill Dr, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1766698.293,679155.2682
83160,7/16/2018,Trash - Curbside/Alley Missed Pickup,cart still out,"603 Gailwood Ln, Nashville, TN 37214, United States",37214,RED RIVER,2501,14,1777928.443,664905.045
83163,7/16/2018,Trash - Backdoor,her cart is by street it wasn't picked up friday and she doesn't want it stinking up[ her house,2921 ironwood dr,37214,RED RIVER,2501,14,1775202.499,665993.732
83267,7/16/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2205 Lebanon Pike,37214,RED RIVER,1504,15,1762829.713,667553.5457
83385,7/16/2018,Trash - Backdoor,Backdoor pick up,2921 ironwood dr,37214,RED RIVER,2501,14,1775202.74,665992.9019
84465,7/20/2018,Trash Collection Complaint,"THIS IS NOT A COMPLAINT** Customer wants to Pay a COMPLIMENT to RED RIVER"" for doing a good job on trash/pickup.",422 Munn Rd,37214,RED RIVER,1503,15,1773637.622,669451.7384
84678,7/20/2018,Trash - Curbside/Alley Missed Pickup,trash missed for the street,2115 dearborn dr,37214,RED RIVER,1504,15,1761056.338,669302.5027
85064,7/23/2018,Trash - Curbside/Alley Missed Pickup,Missed.,"2621 Lebanon Pike, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1769443.017,669207.7789
85953,7/26/2018,Trash - Backdoor,"Backdoor/Trash miss for pickup, two weeks in a row. Friday",210 Cottage Ln,37214,RED RIVER,1504,15,1764108.512,670104.0069
86188,7/27/2018,Trash Collection Complaint,Cart was not emptied completely,3206 merlyn ln,37214,RED RIVER,1502,15,1769339.82,672210.5025
86320,7/27/2018,Trash - Curbside/Alley Missed Pickup,This has been missed no less than 4 times in the last few weeks.   Can was down on Thursday night and usually is.  We are in an odd location and they wouldn?t have to make the effort to come to our house.  We see them drive around us on other streets but not by our house.  Recycle never misses.,2503 Lincoya Dr,37214,RED RIVER,1503,15,1768584.945,671920.8815
86480,7/30/2018,Trash - Curbside/Alley Missed Pickup,this side was missed,2408 Woodberry Dr,37214,RED RIVER,2503,15,1766785.936,664689.7489
86493,7/30/2018,Trash - Backdoor,backdoor miss,121 dellrose dr,37214,RED RIVER,1504,15,1764060.337,669578.5019
86808,7/31/2018,Trash - Curbside/Alley Missed Pickup,Missed.,2205 lebanon pike,37214,RED RIVER,1504,15,1762829.937,667552.1025
86813,7/31/2018,Trash - Curbside/Alley Missed Pickup,The whole area of this sub-division missed for last week's trash/Friday. No Service and trash/overflowing and litter flying all over these roads. Due to being missed.,2305 Cloverdale Rd,37214,RED RIVER,2503,15,1765859.619,665454.9248
87598,8/2/2018,Trash - Curbside/Alley Missed Pickup,missed- trash,403 MCKEIGE CT,37214,RED RIVER,2502,15,1770139.553,663388.7382
87845,8/3/2018,Trash - Curbside/Alley Missed Pickup,Trash/missed Friday. Curbside neighbors already emptied.,87 Riverpoint Pass,37214,RED RIVER,1503,15,1773277.17,669342.1986
88041,8/6/2018,Trash - Curbside/Alley Missed Pickup,still out,"226 McGavock Pike, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1767510.497,667970.1946
88068,8/6/2018,Trash - Curbside/Alley Missed Pickup,missed says full of cat litter may be to heavy,"3258 McGavock Pike, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1768675.402,673113.3478
88069,8/6/2018,Trash - Curbside/Alley Missed Pickup,Missed for 2nd week in a row,"2621 Lebanon Pike, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1769441.568,669207.3156
88079,8/6/2018,Trash - Backdoor,cart still out,"2205 Dearborn Dr, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1761937.043,670490.8414
88080,8/6/2018,Trash - Backdoor,missed,2922 McGavock Pike,37214,RED RIVER,1501,15,1768272.939,682061.7021
88206,8/6/2018,Trash - Curbside/Alley Missed Pickup,Missed- missed entire street.,2404 merry oaks dr,37214,RED RIVER,2503,15,1766527.772,664338.7485
89464,8/10/2018,Trash Collection Complaint,Trash at this address has been sitting in the brown can curbside for weeks. she just watched the trash truck drive by it again today. She does not understand why it has not been collected but would like to see it emptied.,"403 Mckeige Ct, Nashville, TN 37214, United States",37214,RED RIVER,2502,15,1770163.187,663382.3508
89677,8/10/2018,Trash - Backdoor,Missed.,"196 Theodore Rd, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1762255.234,669557.704
91233,8/17/2018,Trash - Curbside/Alley Missed Pickup,Curb/Trash missed Friday {everyone already been emptied}.,2335 REVERE PL,37214,RED RIVER,1503,15,1766202.722,670358.3553
91261,8/17/2018,Trash - Backdoor,Missed.,"196 Theodore Rd, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1762256.582,669556.2382
91359,8/18/2018,Trash - Curbside/Alley Missed Pickup,missed trash pick up.,233 BERMUDA DR,37214,RED RIVER,1504,15,1763354.738,670308.9014
91508,8/20/2018,Trash - Backdoor,backdoor miss,3143 stafford dr,37214,RED RIVER,1505,14,1776977.546,674409.1945
91618,8/20/2018,Trash - Backdoor,Backdoor/Trash 2 weeks missed overflowing and wants trash/pickup before this Friday.,"196 Theodore Rd, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1762256.582,669556.2382
92776,8/24/2018,Trash - Curbside/Alley Missed Pickup,cart still out,641 Truxton Ct,37214,RED RIVER,2501,14,1778887.775,663658.6955
92835,8/24/2018,Trash Collection Complaint,Caller states that trash collection crew dropped LOTS of trash including an entire bag and loose trash in front of her property that is drawing flies and will draw animals. She would like someone to come back and pick it up.,535 spring valley ln,37214,RED RIVER,1505,15,1768885.139,666434.5015
93625,8/29/2018,Trash - Curbside/Alley Missed Pickup,Missed- needs a collection asap.,"201 Dellrose Dr, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1764235.754,669413.7035
94240,8/31/2018,Trash Collection Complaint,trash hasn't been picked up in 3 weeks . This is backdoor pickup,210 Cottage Ln,37214,RED RIVER,1504,15,1764108.512,670104.0069
94334,8/31/2018,Trash - Backdoor,missed pickup,"2220 Maplecrest Dr, Nashville, TN, USA",37214,RED RIVER,1503,15,1764174.108,672274.0431
94387,8/31/2018,Trash - Curbside/Alley Missed Pickup,MISSED...,201 donelson hills dr,37214,RED RIVER,1504,15,1761141.937,669659.3026
94406,8/31/2018,Trash - Curbside/Alley Missed Pickup,MISSED,"3220 Knobview Dr, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1770301.164,671271.1807
94778,9/4/2018,Trash - Backdoor,cart still out,"3232 Knobview Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1770275.19,670871.0916
94869,9/4/2018,Trash - Backdoor,cart was between the street and house near driveway,2224 maplecrest dr,37214,RED RIVER,1503,15,1764245.11,672187.6538
95825,9/7/2018,Trash - Curbside/Alley Missed Pickup,missed 1 of the 3 carts,"2339 Revere Pl, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1766428.987,670467.0772
96266,9/10/2018,Trash - Curbside/Alley Missed Pickup,this can was and still is in the same place i always put it for pick up,"2511 Sonar St, Nashville, Tennessee, 37214",37214,RED RIVER,1501,15,1760954.349,694481.3
96273,9/10/2018,Trash - Curbside/Alley Missed Pickup,this can was and still is in the same place i always have it for pick up,"2511 Sonar St, Nashville, TN 37214, United States",37214,,,15,1760904.97,694466.1969
96481,9/10/2018,Trash - Curbside/Alley Missed Pickup,MISSED,"2322 Modena Dr, Nashville, Tennessee, 37214",37214,RED RIVER,1503,15,1766513.391,672507.4168
99380,9/14/2018,Trash - Curbside/Alley Missed Pickup,Skipped- needs a collection.,"2220 Selma Ave, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1764931.399,671516.0026
99433,9/15/2018,Trash - Curbside/Alley Missed Pickup,My trash wasn?t picked up on Friday as it is normally!  They were on the street Thursday!  Please have these two trash bends picked up!  I need them both next week. Thank you. Robert wilson,"2916 Donna Hill Dr, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1767153.799,679703.9988
99666,9/17/2018,Trash - Curbside/Alley Missed Pickup,miss,"101 Guill Ct, Nashville, TN 37214, United States",37214,RED RIVER,1505,14,1774913.798,670081.6008
100894,9/19/2018,Trash - Backdoor,missed Friday-email from Mayors Office,"2602 Woodberry Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1769867.009,665756.7736
101877,9/21/2018,Trash - Backdoor,Backdoor/trash missed {for some reason truck went up the neighbor's drive instead of her driveway. She the one with the backdoor/pickup. Friday.  {Wrong-drive}.,2325 Ridgeland Dr,37214,RED RIVER,1502,15,1767124.83,680523.7291
102231,9/24/2018,Trash - Curbside/Alley Missed Pickup,Curbside/Trash missed last Friday.,"103 Blue Hills Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765617.189,670544.6757
102312,9/24/2018,Trash - Backdoor,stays out,"2517 Miami Ave, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1758604.199,693647.1992
104151,9/28/2018,Trash - Curbside/Alley Missed Pickup,I placed my trash out a full 12 hours before pick up. My house was the only house on the block that they missed.,"2804 Renee Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1767159.423,673360.4683
104423,9/30/2018,Trash - Curbside/Alley Missed Pickup,"This was my first week on city trash service as my neighborhood was recently added. I found my trash night to be Friday and moved it out Thursday night, but trash was still full when I got home from work.","3083 Delta Queen Dr, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1764239.72,693206.3834
104545,10/1/2018,Trash - Curbside/Alley Missed Pickup,Trash/miss last Friday curb.,"231 Barker Rd, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1762485.947,669825.8186
104555,10/1/2018,Trash - Backdoor,paid service,"2627 Pennington Bend Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1764393.198,690795.599
104687,10/1/2018,Trash - Curbside/Alley Missed Pickup,"missed- trash...Caller states trash truck continues to pass right by, this is the 2nd week with no pick up",403 MCKEIGE CT,37214,RED RIVER,2502,15,1770140.697,663384.6839
104914,10/1/2018,Trash - Backdoor,"Missed pickup on Friday, 9/28","3020 FERNBROOK LN, 37214",37214,RED RIVER,1502,15,1770811.839,674752.7166
106530,10/5/2018,Trash Collection Complaint,States that the trash carts are dumped everywhere on the street- driver leaves the cart in the middle of her driveway. She says the entire street looks like a war zone during trash day. If trash flies over the neighborhood they do not attempt to clean so everyone has trash in the their yards. Says he is picking up both carts at one time. She needs a call from a supervisor.,"3352 Percy Priest Dr, Nashville, TN 37214, United States",37214,RED RIVER,2501,13,1781811.834,662966.4002
106814,10/5/2018,Trash - Curbside/Alley Missed Pickup,Missed.,"208 Benedict Ct, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1771117.749,675351.192
107114,10/8/2018,Trash - Backdoor,Missed.,"2422 Kimberly Dr, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1767208.999,682689.5986
107576,10/9/2018,Trash - Backdoor,"Paid Backdoor has not been pickup in 3 weeks now. Paid until Dec 31, 2018. Friday trash needs emptied.","2620 Pennington Bend Rd, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763116.399,690692.9984
108909,10/12/2018,Trash Collection Complaint,"Trash consistently flies out of the Metro Trash truck and onto our street. Also, I have had my trash bin for over 20 years. The truck, quite often, picks up the bin towards the top thereby squeezing and damaging the bin. To the point that it does not close anymore. And hasn't for quite some time. Thus allowing rodents and rainwater into the bin. This bin needs to be replaced.","216 Blue Hills Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1765781.293,667605.4007
109045,10/12/2018,Trash - Curbside/Alley Missed Pickup,None of my neighbor's trash was picked up either. Our whole area was missed.,"2229 Cabin Hill Rd, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1765293.798,681922.3984
109067,10/12/2018,Trash - Curbside/Alley Missed Pickup,Looks like they missed a few n neighborhood,"102 Graeme Dr, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1761400.516,670380.473
109109,10/12/2018,Trash - Curbside/Alley Missed Pickup,Missed.,"2226 Craigmeade Cir, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1763208.199,667523.2011
109566,10/15/2018,Damage to Property,brush crew damaged the rock wall on his property,"3128 Edgemont Dr, Nashville, TN 37214, United States",37214,RED RIVER,1505,14,1778016.058,674198.326
110785,10/19/2018,Trash - Curbside/Alley Missed Pickup,"MISSED, this is the 6th or 7th time it has been missed.",2503 Lincoya Dr,37214,RED RIVER,1503,15,1768586.406,671918.3811
110939,10/20/2018,Trash - Curbside/Alley Missed Pickup,Home built 9/2018. Two story blue home on corner of Emery Drive and Seneca Drive.,"331 Seneca Dr, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1771374.667,664609.1533
111905,10/24/2018,Damage to Property,sand was put down and never cleaned from where hydraulic hose busted on cumberland circle side,"165 SPRING VALLEY RD, 37214",37214,RED RIVER,1505,15,1770789.799,667548.8003
112336,10/26/2018,Trash - Curbside/Alley Missed Pickup,Trash/Truck only pickup few on the Cul de sac. Leaving his and next door neighbor. Wants cart emptied. Carts set where they always been placed.,"2801 Capella Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1769896.999,670449.6004
112423,10/26/2018,Trash - Curbside/Alley Missed Pickup,missed,"2705 BLUEFIELD AVE, 37214",37214,,,15,1771255.399,667922.4017
112508,10/26/2018,Trash - Backdoor,Cart was near the side door in the driveway,"2224 Maplecrest Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1764246.572,672185.1513
112653,10/29/2018,Trash - Curbside/Alley Missed Pickup,hasn't been picked up all month,"115 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763963.519,691686.3588
112863,10/29/2018,Trash - Curbside/Alley Missed Pickup,running over,"4505 Hawthorn Dr, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1764589.355,693195.7555
113091,10/30/2018,Trash - Backdoor,"Backdoor missed trash last Friday, talked to Amanda and others at Red River.",2838 Emery Dr,37214,RED RIVER,2502,14,1773459.399,664307.2007
113278,10/30/2018,Trash - Backdoor,we said the cart wasn't out but it is in the driveway,"2224 Maplecrest Dr, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1764246.572,672185.1513
114069,11/2/2018,Trash Collection Complaint,Knocked over political sign and left can in ditch- would like the driver to go back and pick up her cart.,"2904 Donna Hill Dr, Nashville, TN 37214, United States",37214,RED RIVER,1502,15,1767403.002,679923.1997
114090,11/2/2018,Trash - Curbside/Alley Missed Pickup,Curbside trash/miss on her side of the street. Friday. Truck was there over 3 hours ago.,"2703 OVERHILL CIR, 37214",37214,RED RIVER,1505,15,1769941.798,667928.801
114144,11/2/2018,Trash - Curbside/Alley Missed Pickup,missed 2 weeks in a row,280 MCGAVOCK PIKE,37214,RED RIVER,2503,15,1767362.112,666328.9994
114161,11/2/2018,Trash - Curbside/Alley Missed Pickup,hasn't been picked up all month; consecutive misses,"115 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763963.519,691686.3588
114328,11/5/2018,Trash - Backdoor,paid service missed,"2910 Elm Hill Pike, Nashville, TN 37214, United States",37214,RED RIVER,2502,14,1774385.798,660077.6013
114471,11/5/2018,Trash - Curbside/Alley Missed Pickup,Missed collection- may have missed entire street.,"111 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763767.337,691754.9346
114525,11/5/2018,Trash - Curbside/Alley Missed Pickup,this is new annex pickup and has had to call each time to get service,"115 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763963.519,691686.3588
114542,11/5/2018,Trash - Backdoor,missed again can you check and see why it is being missed,"2203 June Dr, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1762958.599,668711.8114
115186,11/7/2018,Trash Collection Complaint,BACKDOOR- has been missed for 2 weeks straight. They have trash bags on the ground right now.,"208 Donelson Pike, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1772271.676,666162.9656
115682,11/9/2018,Trash - Curbside/Alley Missed Pickup,Two Brown Cart cans placed at end of the driveway Thursday Night - they normally never miss them - maybe because of the rain - Thank you.,"3135 MCGAVOCK PIKE, 37214",37214,RED RIVER,1502,15,1769557.799,676295.9995
115901,11/9/2018,Trash - Curbside/Alley Missed Pickup,missed,3221 McGavock Pike,37214,RED RIVER,1502,15,1768378.807,673798.5199
115911,11/9/2018,Trash - Backdoor,"backdoor miss...
added notes by G.A. Juanita Filson 615-490-2225","521 Spring Valley Ln, Nashville, TN 37214, United States",37214,RED RIVER,1505,15,1769236.199,666801.6015
115913,11/9/2018,Trash - Curbside/Alley Missed Pickup,missed,"2520 David Ct, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1770280.2,666204.0007
115978,11/10/2018,Trash - Curbside/Alley Missed Pickup,Our house is new construction and the Address is 331 Seneca Dr. I placed the maker on the map where our house is located (on the back of the lot of 2722 Emery). We've been missed almost every week since we moved in and had to submit this form - just FYI.,"2722 Emery Dr, Nashville, TN 37214, United States",37214,RED RIVER,2502,15,1771365.291,664555.333
116100,11/12/2018,Trash - Curbside/Alley Missed Pickup,In October we were annexed to Metro and they have not picked up on schedule yet.  The neighbors and I all put cans out on Thursday night and we have to all and have them picked up the following week.  Please have the driver update his route pickup information and send someone to collect the trash too.  Thank You,"111 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763767.337,691754.9346
116284,11/13/2018,Trash - Curbside/Alley Missed Pickup,Missed neighbor as well,2235 Cabin Hill Rd,37214,RED RIVER,1502,15,1765354.6,681601.5982
116444,11/13/2018,Trash - Curbside/Alley Missed Pickup,missed...others on street were missed.....,"115 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763963.519,691686.3588
116460,11/13/2018,Trash - Curbside/Alley Missed Pickup,Missed collection.,"4105 Longfellow Dr, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763916.739,693004.7756
117101,11/15/2018,Trash - Curbside/Alley Missed Pickup,In October we were annexed to Metro and they have not picked up on schedule yet.  The neighbors and I all put cans out on Thursday night and we have to all and have them picked up the following week.  Please have the driver update his route pickup information and send someone to collect the trash too.  FRIDAY***PICKUP CURBSIDE>>,"111 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763767.337,691754.9346
117274,11/16/2018,Trash - Curbside/Alley Missed Pickup,missed 2nd time this month,"2800 Capella Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1769745.8,670616.0001
117569,11/19/2018,Trash - Curbside/Alley Missed Pickup,"need to come back and empty all carts stil, out","208 MCGAVOCK PIKE, 37214",37214,RED RIVER,2503,15,1767635.4,668461.6014
117590,11/19/2018,Trash - Curbside/Alley Missed Pickup,hasn't been picked up all month; consecutive misses need to get this is new annex,"115 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763963.519,691686.3588
117652,11/19/2018,Trash - Curbside/Alley Missed Pickup,missed...also miss entire street....,"111 Barton Ln, Nashville, TN 37214, United States",37214,RED RIVER,1501,15,1763767.337,691754.9346
117656,11/19/2018,Trash Collection Complaint,2nd week in a row that they have been missed. Would like a call with an explanation with what the problem is. BACKDOOR,"2408 Merry Oaks Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1766644.982,664145.3878
117673,11/19/2018,Trash Collection Complaint,"missed 2nd time this month, caller wants to know what the problem is.","2800 Capella Ct, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1769745.8,670616.0001
118438,11/22/2018,Trash - Backdoor,"While the house is currently unoccupied, we are working in it and generating trash. We have been skipped several weeks. We need regular pick up while we work on the house.  Pick up is at backdoor.","2305 Selma Ave, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765439.73,671340.8508
118605,11/25/2018,Trash - Curbside/Alley Missed Pickup,One section of our entire street was missed,"2138 June Dr, Nashville, TN 37214, United States",37214,RED RIVER,1504,15,1761627.925,668326.7075
118688,11/26/2018,Trash - Curbside/Alley Missed Pickup,Curb trash/miss pickup last Friday. Check for others.,"2516 Woodberry Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1768150.152,664876.1709
